NomeProduto,Categoria,Preco,SexoCliente,Tamanho,EstacaoAno,CorProduto
BlusaRegata,Blusas,227,M,40,Primavera,Amarelo
BlusaRegata,Blusas,295,M,42,Primavera,Verde
BlusaRegata,Blusas,178,M,40,Primavera,Vermelho
BlusaRegata,Blusas,308,M,42,Primavera,Branco
BlusaRegata,Blusas,283,M,42,Primavera,Marrom
BlusaRegata,Blusas,318,M,40,Primavera,Azul
BlusaRegata,Blusas,146,M,44,Primavera,Marrom
BlusaRegata,Blusas,157,M,44,Primavera,Azul
BlusaRegata,Blusas,362,M,44,Primavera,Rosa
BlusaRegata,Blusas,278,M,40,Primavera,Azul
BlusaRegata,Blusas,274,M,40,Primavera,Azul
BlusaRegata,Blusas,248,M,38,Primavera,Marrom
BlusaRegata,Blusas,213,M,44,Primavera,Branco
BlusaRegata,Blusas,254,M,40,Primavera,Branco
BlusaRegata,Blusas,316,M,38,Primavera,Preto
BlusaRegata,Blusas,345,M,40,Primavera,Azul
BlusaRegata,Blusas,252,M,42,Primavera,Marrom
BlusaRegata,Blusas,324,M,40,Primavera,Amarelo
BlusaRegata,Blusas,243,M,38,Primavera,Branco
BlusaRegata,Blusas,124,M,40,Primavera,Vermelho
BlusaRegata,Blusas,120,M,44,Primavera,Verde
BlusaRegata,Blusas,127,M,38,Primavera,Azul
BlusaRegata,Blusas,325,M,42,Primavera,Azul
BlusaRegata,Blusas,204,M,42,Primavera,Branco
BlusaRegata,Blusas,155,M,42,Primavera,Branco
BlusaRegata,Blusas,300,M,42,Primavera,Rosa
BlusaRegata,Blusas,347,M,40,Primavera,Amarelo
BlusaRegata,Blusas,246,M,44,Primavera,Marrom
BlusaRegata,Blusas,289,M,40,Primavera,Verde
BlusaRegata,Blusas,192,F,40,Verão,Rosa
BlusaRegata,Blusas,143,F,42,Verão,Marrom
BlusaRegata,Blusas,146,F,38,Verão,Rosa
BlusaRegata,Blusas,334,F,40,Verão,Verde
BlusaRegata,Blusas,387,F,44,Verão,Azul
BlusaRegata,Blusas,278,F,42,Verão,Verde
BlusaRegata,Blusas,224,F,42,Verão,Branco
BlusaRegata,Blusas,278,F,44,Verão,Marrom
BlusaRegata,Blusas,363,F,42,Verão,Branco
BlusaRegata,Blusas,112,F,42,Verão,Amarelo
BlusaRegata,Blusas,165,F,44,Verão,Vermelho
BlusaRegata,Blusas,343,F,38,Verão,Azul
BlusaRegata,Blusas,359,F,44,Verão,Azul
BlusaRegata,Blusas,275,F,40,Verão,Vermelho
BlusaRegata,Blusas,337,F,38,Verão,Marrom
BlusaRegata,Blusas,281,F,44,Verão,Azul
BlusaRegata,Blusas,219,F,38,Verão,Amarelo
BlusaRegata,Blusas,250,F,42,Verão,Rosa
BlusaRegata,Blusas,117,F,38,Verão,Verde
BlusaRegata,Blusas,207,F,42,Verão,Rosa
BlusaRegata,Blusas,164,F,42,Verão,Azul
BlusaRegata,Blusas,309,F,40,Verão,Preto
BlusaRegata,Blusas,382,F,38,Verão,Amarelo
BlusaRegata,Blusas,357,F,40,Verão,Marrom
BlusaRegata,Blusas,373,F,40,Verão,Rosa
BlusaRegata,Blusas,210,F,40,Verão,Amarelo
BlusaRegata,Blusas,324,F,40,Verão,Marrom
BlusaRegata,Blusas,354,F,40,Verão,Azul
BlusaRegata,Blusas,185,F,44,Verão,Amarelo
BlusaRegata,Blusas,128,F,42,Verão,Rosa
BlusaRegata,Blusas,232,F,38,Verão,Marrom
BlusaRegata,Blusas,212,F,44,Verão,Azul
BlusaRegata,Blusas,236,F,44,Verão,Rosa
BlusaRegata,Blusas,102,F,44,Verão,Marrom
BlusaRegata,Blusas,185,F,44,Verão,Preto
BlusaRegata,Blusas,150,F,44,Verão,Vermelho
BlusaRegata,Blusas,178,F,38,Verão,Azul
BlusaRegata,Blusas,387,F,44,Verão,Branco
BlusaRegata,Blusas,182,F,44,Verão,Preto
BlusaRegata,Blusas,376,F,40,Verão,Amarelo
BlusaRegata,Blusas,232,F,42,Verão,Verde
BlusaRegata,Blusas,265,F,38,Verão,Azul
BlusaRegata,Blusas,318,F,40,Verão,Azul
BlusaRegata,Blusas,392,F,44,Verão,Branco
BlusaRegata,Blusas,213,F,40,Verão,Verde
BlusaRegata,Blusas,171,F,38,Verão,Rosa
BlusaRegata,Blusas,273,F,44,Verão,Amarelo
BlusaRegata,Blusas,389,F,40,Verão,Verde
BlusaRegata,Blusas,382,F,42,Verão,Azul
BlusaRegata,Blusas,366,F,38,Verão,Amarelo
BlusaRegata,Blusas,393,F,38,Verão,Preto
BlusaRegata,Blusas,102,F,44,Verão,Vermelho
BlusaRegata,Blusas,309,F,42,Verão,Preto
BlusaRegata,Blusas,159,F,38,Verão,Vermelho
BlusaRegata,Blusas,236,F,44,Verão,Branco
BlusaRegata,Blusas,323,F,38,Verão,Rosa
BlusaRegata,Blusas,113,F,44,Verão,Preto
BlusaRegata,Blusas,335,F,42,Verão,Preto
BlusaRegata,Blusas,391,F,40,Verão,Preto
BlusaRegata,Blusas,372,F,42,Verão,Azul
BlusaRegata,Blusas,105,M,42,Verão,Marrom
BlusaRegata,Blusas,147,M,38,Verão,Preto
BlusaRegata,Blusas,312,M,44,Verão,Amarelo
BlusaRegata,Blusas,322,M,38,Verão,Vermelho
BlusaRegata,Blusas,226,M,42,Verão,Verde
BlusaRegata,Blusas,213,M,40,Verão,Rosa
BlusaRegata,Blusas,350,M,42,Verão,Amarelo
BlusaRegata,Blusas,145,M,42,Verão,Amarelo
BlusaRegata,Blusas,236,M,38,Verão,Azul
BlusaRegata,Blusas,149,M,40,Verão,Vermelho
BlusaRegata,Blusas,377,M,38,Verão,Amarelo
BlusaRegata,Blusas,308,M,44,Verão,Preto
BlusaRegata,Blusas,377,M,40,Verão,Amarelo
BlusaRegata,Blusas,265,M,44,Verão,Rosa
BlusaRegata,Blusas,299,M,40,Verão,Branco
BlusaRegata,Blusas,353,M,44,Verão,Branco
BlusaRegata,Blusas,196,M,38,Verão,Amarelo
BlusaRegata,Blusas,147,M,44,Verão,Branco
BlusaRegata,Blusas,357,M,44,Verão,Amarelo
BlusaRegata,Blusas,379,M,38,Verão,Verde
BlusaRegata,Blusas,122,M,44,Verão,Azul
BlusaRegata,Blusas,352,M,38,Verão,Rosa
BlusaRegata,Blusas,265,M,38,Verão,Preto
BlusaRegata,Blusas,287,M,40,Verão,Preto
BlusaRegata,Blusas,151,M,44,Verão,Preto
BlusaRegata,Blusas,120,M,40,Verão,Vermelho
BlusaRegata,Blusas,192,M,42,Verão,Azul
BlusaRegata,Blusas,278,M,44,Verão,Amarelo
BlusaRegata,Blusas,291,M,44,Verão,Verde
BlusaRegata,Blusas,222,M,38,Verão,Rosa
BlusaRegata,Blusas,370,M,40,Verão,Rosa
BlusaRegata,Blusas,326,M,38,Verão,Rosa
BlusaRegata,Blusas,204,M,38,Verão,Branco
BlusaRegata,Blusas,165,M,40,Verão,Azul
BlusaRegata,Blusas,189,M,38,Verão,Rosa
BlusaRegata,Blusas,243,M,40,Verão,Azul
BlusaRegata,Blusas,297,M,44,Verão,Rosa
BlusaRegata,Blusas,292,M,38,Verão,Preto
BlusaRegata,Blusas,319,M,38,Verão,Verde
BlusaRegata,Blusas,268,M,38,Verão,Azul
BlusaRegata,Blusas,289,M,40,Verão,Verde
BlusaRegata,Blusas,195,M,38,Verão,Marrom
BlusaRegata,Blusas,182,M,40,Verão,Vermelho
BlusaRegata,Blusas,234,M,38,Verão,Amarelo
BlusaRegata,Blusas,247,M,40,Verão,Amarelo
BlusaRegata,Blusas,389,M,42,Verão,Branco
BlusaRegata,Blusas,278,M,40,Verão,Branco
BlusaRegata,Blusas,367,M,44,Verão,Branco
BlusaRegata,Blusas,367,M,42,Verão,Azul
BlusaRegata,Blusas,237,M,44,Verão,Verde
BlusaRegata,Blusas,277,M,40,Verão,Branco
BlusaRegata,Blusas,198,M,38,Verão,Preto
BlusaRegata,Blusas,222,M,44,Verão,Amarelo
BlusaRegata,Blusas,295,M,38,Verão,Azul
BlusaRegata,Blusas,361,M,38,Verão,Marrom
BlusaRegata,Blusas,137,M,38,Verão,Amarelo
BlusaRegata,Blusas,277,M,40,Verão,Marrom
BlusaRegata,Blusas,300,M,42,Verão,Azul
BlusaRegata,Blusas,255,M,40,Verão,Rosa
BlusaRegata,Blusas,309,M,38,Verão,Rosa
BlusaRegata,Blusas,269,F,42,Outono,Vermelho
BlusaRegata,Blusas,276,F,42,Outono,Azul
BlusaRegata,Blusas,129,F,40,Outono,Verde
BlusaRegata,Blusas,182,F,42,Outono,Rosa
BlusaRegata,Blusas,180,F,38,Outono,Azul
BlusaRegata,Blusas,247,F,44,Outono,Vermelho
BlusaRegata,Blusas,165,F,38,Outono,Preto
BlusaRegata,Blusas,162,F,38,Outono,Rosa
BlusaRegata,Blusas,153,F,42,Outono,Verde
BlusaRegata,Blusas,314,F,42,Outono,Preto
BlusaRegata,Blusas,384,F,42,Outono,Amarelo
BlusaRegata,Blusas,295,F,40,Outono,Vermelho
BlusaRegata,Blusas,242,F,42,Outono,Rosa
BlusaRegata,Blusas,160,F,42,Outono,Marrom
BlusaRegata,Blusas,177,F,40,Outono,Marrom
BlusaRegata,Blusas,300,F,38,Outono,Azul
BlusaRegata,Blusas,150,F,44,Outono,Rosa
BlusaRegata,Blusas,119,F,38,Outono,Azul
BlusaRegata,Blusas,205,F,44,Outono,Vermelho
BlusaRegata,Blusas,312,F,38,Outono,Vermelho
BlusaRegata,Blusas,328,F,42,Outono,Amarelo
BlusaRegata,Blusas,303,F,38,Outono,Azul
BlusaRegata,Blusas,363,F,38,Outono,Verde
BlusaRegata,Blusas,127,F,38,Outono,Branco
BlusaRegata,Blusas,178,F,44,Outono,Verde
BlusaRegata,Blusas,126,F,44,Outono,Verde
BlusaRegata,Blusas,309,F,42,Outono,Verde
BlusaRegata,Blusas,135,F,44,Outono,Amarelo
BlusaRegata,Blusas,331,F,40,Outono,Verde
BlusaRegata,Blusas,224,F,38,Outono,Vermelho
BlusaRegata,Blusas,346,F,40,Outono,Verde
BlusaRegata,Blusas,106,F,40,Outono,Amarelo
BlusaRegata,Blusas,193,F,40,Outono,Branco
BlusaRegata,Blusas,268,F,40,Outono,Verde
BlusaRegata,Blusas,330,F,42,Outono,Vermelho
BlusaRegata,Blusas,120,F,42,Outono,Amarelo
BlusaRegata,Blusas,140,F,38,Outono,Preto
BlusaRegata,Blusas,392,F,40,Outono,Vermelho
BlusaRegata,Blusas,180,F,44,Outono,Azul
BlusaRegata,Blusas,363,F,38,Outono,Azul
BlusaRegata,Blusas,226,F,44,Outono,Branco
BlusaRegata,Blusas,344,F,40,Outono,Preto
BlusaRegata,Blusas,354,F,42,Outono,Preto
BlusaRegata,Blusas,365,F,42,Outono,Rosa
BlusaRegata,Blusas,221,F,42,Outono,Marrom
BlusaRegata,Blusas,190,F,38,Outono,Rosa
BlusaRegata,Blusas,172,F,42,Outono,Marrom
BlusaRegata,Blusas,229,F,44,Outono,Verde
BlusaRegata,Blusas,337,F,44,Outono,Branco
BlusaRegata,Blusas,155,F,40,Outono,Branco
BlusaRegata,Blusas,389,F,40,Outono,Rosa
BlusaRegata,Blusas,300,F,42,Outono,Amarelo
BlusaRegata,Blusas,156,F,44,Outono,Azul
BlusaRegata,Blusas,301,F,38,Outono,Azul
BlusaRegata,Blusas,169,F,38,Outono,Amarelo
BlusaRegata,Blusas,285,F,40,Outono,Verde
BlusaRegata,Blusas,246,F,38,Outono,Rosa
BlusaRegata,Blusas,175,F,44,Outono,Amarelo
BlusaRegata,Blusas,167,F,44,Outono,Azul
BlusaRegata,Blusas,284,F,38,Outono,Marrom
BlusaRegata,Blusas,295,M,42,Outono,Branco
BlusaRegata,Blusas,197,M,44,Outono,Marrom
BlusaRegata,Blusas,325,M,38,Outono,Vermelho
BlusaRegata,Blusas,342,M,42,Outono,Rosa
BlusaRegata,Blusas,371,M,42,Outono,Branco
BlusaRegata,Blusas,183,M,40,Outono,Marrom
BlusaRegata,Blusas,132,M,42,Outono,Azul
BlusaRegata,Blusas,378,M,44,Outono,Amarelo
BlusaRegata,Blusas,326,M,40,Outono,Marrom
BlusaRegata,Blusas,133,M,44,Outono,Azul
BlusaRegata,Blusas,293,M,38,Outono,Branco
BlusaRegata,Blusas,233,M,38,Outono,Verde
BlusaRegata,Blusas,196,M,40,Outono,Azul
BlusaRegata,Blusas,354,M,38,Outono,Rosa
BlusaRegata,Blusas,303,M,42,Outono,Vermelho
BlusaRegata,Blusas,346,M,42,Outono,Vermelho
BlusaRegata,Blusas,391,M,44,Outono,Vermelho
BlusaRegata,Blusas,273,M,42,Outono,Branco
BlusaRegata,Blusas,355,M,40,Outono,Branco
BlusaRegata,Blusas,163,M,42,Outono,Amarelo
BlusaRegata,Blusas,278,M,42,Outono,Azul
BlusaRegata,Blusas,304,M,38,Outono,Azul
BlusaRegata,Blusas,356,M,44,Outono,Rosa
BlusaRegata,Blusas,188,M,42,Outono,Marrom
BlusaRegata,Blusas,126,M,42,Outono,Vermelho
BlusaRegata,Blusas,171,M,38,Outono,Vermelho
BlusaRegata,Blusas,124,M,40,Outono,Rosa
BlusaRegata,Blusas,289,M,42,Outono,Verde
BlusaRegata,Blusas,106,M,42,Outono,Preto
BlusaRegata,Blusas,388,M,40,Outono,Rosa
BlusaRegata,Blusas,198,M,44,Outono,Marrom
BlusaRegata,Blusas,287,M,40,Outono,Verde
BlusaRegata,Blusas,254,M,40,Outono,Marrom
BlusaRegata,Blusas,302,M,42,Outono,Rosa
BlusaRegata,Blusas,122,M,44,Outono,Azul
BlusaRegata,Blusas,198,M,44,Outono,Verde
BlusaRegata,Blusas,234,M,44,Outono,Azul
BlusaRegata,Blusas,343,M,40,Outono,Amarelo
BlusaRegata,Blusas,380,M,42,Outono,Preto
BlusaRegata,Blusas,268,M,38,Outono,Amarelo
BlusaRegata,Blusas,348,M,42,Outono,Marrom
BlusaRegata,Blusas,292,M,44,Outono,Preto
BlusaRegata,Blusas,220,M,40,Outono,Azul
BlusaRegata,Blusas,254,M,42,Outono,Rosa
BlusaRegata,Blusas,209,M,38,Outono,Amarelo
BlusaRegata,Blusas,346,M,42,Outono,Verde
BlusaRegata,Blusas,119,M,42,Outono,Rosa
BlusaRegata,Blusas,318,M,44,Outono,Vermelho
BlusaRegata,Blusas,119,M,42,Outono,Verde
BlusaRegata,Blusas,157,M,40,Outono,Rosa
BlusaRegata,Blusas,172,M,40,Outono,Preto
BlusaRegata,Blusas,160,M,44,Outono,Marrom
BlusaRegata,Blusas,167,M,42,Outono,Preto
BlusaRegata,Blusas,158,M,42,Outono,Preto
BlusaRegata,Blusas,262,M,42,Outono,Verde
BlusaRegata,Blusas,317,M,42,Outono,Vermelho
BlusaRegata,Blusas,243,M,44,Outono,Azul
BlusaRegata,Blusas,244,M,38,Outono,Verde
BlusaRegata,Blusas,163,M,40,Outono,Amarelo
BlusaRegata,Blusas,310,M,40,Outono,Preto
BlusaRegata,Blusas,166,F,38,Inverno,Verde
BlusaRegata,Blusas,400,F,44,Inverno,Vermelho
BlusaRegata,Blusas,143,F,40,Inverno,Marrom
BlusaRegata,Blusas,143,F,38,Inverno,Amarelo
BlusaRegata,Blusas,253,F,42,Inverno,Vermelho
BlusaRegata,Blusas,131,F,44,Inverno,Branco
BlusaRegata,Blusas,341,F,42,Inverno,Azul
BlusaRegata,Blusas,391,F,42,Inverno,Vermelho
BlusaRegata,Blusas,263,F,44,Inverno,Vermelho
BlusaRegata,Blusas,134,F,40,Inverno,Preto
BlusaRegata,Blusas,210,F,42,Inverno,Marrom
BlusaRegata,Blusas,265,F,40,Inverno,Rosa
BlusaRegata,Blusas,326,F,38,Inverno,Branco
BlusaRegata,Blusas,242,F,44,Inverno,Preto
BlusaRegata,Blusas,204,F,38,Inverno,Azul
BlusaRegata,Blusas,375,F,42,Inverno,Azul
BlusaRegata,Blusas,186,F,44,Inverno,Preto
BlusaRegata,Blusas,363,F,42,Inverno,Azul
BlusaRegata,Blusas,100,F,42,Inverno,Verde
BlusaRegata,Blusas,106,F,44,Inverno,Azul
BlusaRegata,Blusas,305,F,38,Inverno,Amarelo
BlusaRegata,Blusas,243,F,42,Inverno,Vermelho
BlusaRegata,Blusas,160,F,40,Inverno,Verde
BlusaRegata,Blusas,349,F,40,Inverno,Verde
BlusaRegata,Blusas,382,F,44,Inverno,Rosa
BlusaRegata,Blusas,233,F,40,Inverno,Azul
BlusaRegata,Blusas,106,F,40,Inverno,Rosa
BlusaRegata,Blusas,216,F,40,Inverno,Verde
BlusaRegata,Blusas,253,F,40,Inverno,Verde
BlusaRegata,Blusas,102,F,40,Inverno,Branco
BlusaRegata,Blusas,389,F,44,Inverno,Azul
BlusaRegata,Blusas,203,F,40,Inverno,Vermelho
BlusaRegata,Blusas,122,F,38,Inverno,Marrom
BlusaRegata,Blusas,325,F,38,Inverno,Branco
BlusaRegata,Blusas,236,F,40,Inverno,Amarelo
BlusaRegata,Blusas,299,F,40,Inverno,Amarelo
BlusaRegata,Blusas,340,F,40,Inverno,Marrom
BlusaRegata,Blusas,299,F,40,Inverno,Preto
BlusaRegata,Blusas,295,F,44,Inverno,Branco
BlusaRegata,Blusas,114,F,44,Inverno,Preto
BlusaRegata,Blusas,258,F,38,Inverno,Amarelo
BlusaRegata,Blusas,142,F,44,Inverno,Verde
BlusaRegata,Blusas,135,F,38,Inverno,Preto
BlusaRegata,Blusas,348,F,42,Inverno,Amarelo
BlusaRegata,Blusas,152,F,40,Inverno,Rosa
BlusaRegata,Blusas,289,F,42,Inverno,Vermelho
BlusaRegata,Blusas,149,F,40,Inverno,Marrom
BlusaRegata,Blusas,130,F,38,Inverno,Azul
BlusaRegata,Blusas,205,F,44,Inverno,Branco
BlusaRegata,Blusas,387,F,44,Inverno,Marrom
BlusaRegata,Blusas,306,F,44,Inverno,Amarelo
BlusaRegata,Blusas,174,F,40,Inverno,Azul
BlusaRegata,Blusas,154,F,38,Inverno,Preto
BlusaRegata,Blusas,172,F,42,Inverno,Verde
BlusaRegata,Blusas,247,F,42,Inverno,Vermelho
BlusaRegata,Blusas,210,F,44,Inverno,Preto
BlusaRegata,Blusas,147,F,44,Inverno,Vermelho
BlusaRegata,Blusas,393,F,40,Inverno,Amarelo
BlusaRegata,Blusas,276,F,38,Inverno,Branco
BlusaRegata,Blusas,187,F,44,Inverno,Branco
BlusaRegata,Blusas,344,M,42,Inverno,Azul
BlusaRegata,Blusas,389,M,40,Inverno,Azul
BlusaRegata,Blusas,196,M,38,Inverno,Branco
BlusaRegata,Blusas,211,M,38,Inverno,Vermelho
BlusaRegata,Blusas,185,M,40,Inverno,Amarelo
BlusaRegata,Blusas,182,M,44,Inverno,Branco
BlusaRegata,Blusas,369,M,40,Inverno,Preto
BlusaRegata,Blusas,391,M,42,Inverno,Branco
BlusaRegata,Blusas,244,M,44,Inverno,Amarelo
BlusaRegata,Blusas,388,M,44,Inverno,Amarelo
BlusaRegata,Blusas,239,M,38,Inverno,Azul
BlusaRegata,Blusas,245,M,38,Inverno,Branco
BlusaRegata,Blusas,382,M,44,Inverno,Amarelo
BlusaRegata,Blusas,168,M,42,Inverno,Branco
BlusaRegata,Blusas,381,M,42,Inverno,Azul
BlusaRegata,Blusas,268,M,38,Inverno,Branco
BlusaRegata,Blusas,339,M,44,Inverno,Branco
BlusaRegata,Blusas,376,M,44,Inverno,Marrom
BlusaRegata,Blusas,285,M,40,Inverno,Amarelo
BlusaRegata,Blusas,278,M,44,Inverno,Amarelo
BlusaRegata,Blusas,116,M,42,Inverno,Azul
BlusaRegata,Blusas,207,M,40,Inverno,Verde
BlusaRegata,Blusas,337,M,38,Inverno,Preto
BlusaRegata,Blusas,285,M,44,Inverno,Marrom
BlusaRegata,Blusas,257,M,38,Inverno,Rosa
BlusaRegata,Blusas,383,M,42,Inverno,Rosa
BlusaRegata,Blusas,364,M,44,Inverno,Azul
BlusaRegata,Blusas,263,M,38,Inverno,Verde
BlusaRegata,Blusas,116,M,40,Inverno,Rosa
BlusaRegata,Blusas,368,M,38,Inverno,Vermelho
BlusaRegata,Blusas,293,M,42,Inverno,Marrom
BlusaRegata,Blusas,292,M,40,Inverno,Branco
BlusaRegata,Blusas,285,M,40,Inverno,Branco
BlusaRegata,Blusas,184,M,38,Inverno,Azul
BlusaRegata,Blusas,342,M,40,Inverno,Amarelo
BlusaRegata,Blusas,360,M,38,Inverno,Vermelho
BlusaRegata,Blusas,187,M,44,Inverno,Azul
BlusaRegata,Blusas,150,M,44,Inverno,Verde
BlusaRegata,Blusas,377,M,42,Inverno,Azul
BlusaRegata,Blusas,387,M,42,Inverno,Preto
BlusaRegata,Blusas,308,M,42,Inverno,Rosa
BlusaRegata,Blusas,241,M,38,Inverno,Vermelho
BlusaRegata,Blusas,203,M,40,Inverno,Vermelho
BlusaRegata,Blusas,174,M,38,Inverno,Rosa
BlusaRegata,Blusas,367,M,40,Inverno,Amarelo
BlusaRegata,Blusas,330,M,44,Inverno,Preto
BlusaRegata,Blusas,104,M,44,Inverno,Preto
BlusaRegata,Blusas,233,M,44,Inverno,Verde
BlusaRegata,Blusas,396,M,42,Inverno,Vermelho
BlusaRegata,Blusas,187,M,38,Inverno,Amarelo
BlusaRegata,Blusas,319,M,40,Inverno,Marrom
BlusaRegata,Blusas,237,M,38,Inverno,Branco
BlusaRegata,Blusas,337,M,40,Inverno,Branco
BlusaRegata,Blusas,322,M,38,Inverno,Verde
BlusaRegata,Blusas,315,M,38,Inverno,Preto
BlusaRegata,Blusas,372,M,38,Inverno,Preto
BlusaRegata,Blusas,305,M,44,Inverno,Azul
BlusaRegata,Blusas,124,M,40,Inverno,Azul
BlusaRegata,Blusas,140,M,40,Inverno,Rosa
BlusaRegata,Blusas,367,M,44,Inverno,Verde
BlusaRegata,Blusas,148,M,42,Verão,Rosa
JaquetaCouro,Jaquetas,196,F,44,Primavera,Preto
BlusaRegata,Blusas,334,F,40,Inverno,Branco
BotasWinter,Sapatos,382,F,44,Primavera,Rosa
JaquetaCouro,Jaquetas,130,F,42,Outono,Amarelo
BermudaMoletom,Bermudas,330,M,38,Outono,Vermelho
BlusaRegata,Blusas,392,F,40,Verão,Vermelho
JaquetaCouro,Jaquetas,271,M,42,Verão,Verde
BermudaMoletom,Bermudas,122,F,44,Inverno,Marrom
JaquetaCouro,Jaquetas,157,M,44,Outono,Marrom
JaquetaCouro,Jaquetas,348,M,40,Inverno,Verde
BermudaMoletom,Bermudas,182,F,38,Outono,Amarelo
BlusaRegata,Blusas,214,M,42,Primavera,Preto
JaquetaCouro,Jaquetas,162,F,38,Verão,Preto
BlusaRegata,Blusas,329,F,40,Inverno,Vermelho
BermudaMoletom,Bermudas,264,F,42,Primavera,Marrom
BermudaMoletom,Bermudas,324,M,44,Primavera,Marrom
BermudaMoletom,Bermudas,288,F,44,Primavera,Marrom
JaquetaCouro,Jaquetas,309,M,40,Inverno,Vermelho
BotasWinter,Sapatos,112,M,38,Outono,Vermelho
JaquetaCouro,Jaquetas,276,M,44,Verão,Rosa
SapatoSocial,Sapatos,323,M,42,Outono,Verde
JaquetaCouro,Jaquetas,204,F,38,Verão,Vermelho
BlusaRegata,Blusas,346,M,42,Verão,Verde
BlusaRegata,Blusas,148,M,40,Inverno,Azul
BlusaRegata,Blusas,345,F,38,Inverno,Azul
BotasWinter,Sapatos,198,F,42,Primavera,Preto
BlusaRegata,Blusas,278,M,38,Inverno,Preto
JaquetaCouro,Jaquetas,145,M,40,Outono,Verde
BlusaRegata,Blusas,317,M,44,Verão,Branco
BermudaMoletom,Bermudas,108,M,40,Primavera,Vermelho
JaquetaCouro,Jaquetas,283,M,40,Verão,Azul
BermudaMoletom,Bermudas,235,M,38,Outono,Branco
BermudaMoletom,Bermudas,109,M,42,Outono,Azul
SapatoSocial,Sapatos,385,M,38,Inverno,Marrom
TênisEsportivo,Sapatos,337,F,40,Verão,Marrom
JaquetaCouro,Jaquetas,241,M,38,Verão,Rosa
SapatoSocial,Sapatos,298,M,38,Outono,Verde
BotasWinter,Sapatos,176,F,42,Verão,Amarelo
BermudaMoletom,Bermudas,118,F,44,Primavera,Vermelho
JaquetaCouro,Jaquetas,378,F,42,Inverno,Marrom
SapatoSocial,Sapatos,315,F,42,Inverno,Vermelho
BermudaMoletom,Bermudas,314,M,42,Primavera,Rosa
BlusaRegata,Blusas,183,M,42,Inverno,Preto
JaquetaCouro,Jaquetas,222,M,38,Primavera,Vermelho
BermudaMoletom,Bermudas,348,M,42,Outono,Marrom
TênisEsportivo,Sapatos,203,F,44,Inverno,Preto
BlusaRegata,Blusas,235,F,40,Inverno,Rosa
TênisEsportivo,Sapatos,400,F,42,Inverno,Azul
JaquetaCouro,Jaquetas,335,F,40,Inverno,Vermelho
BermudaMoletom,Bermudas,312,F,38,Primavera,Preto
JaquetaCouro,Jaquetas,191,F,38,Inverno,Marrom
BlusaRegata,Blusas,129,M,42,Inverno,Amarelo
JaquetaCouro,Jaquetas,183,M,38,Inverno,Azul
BermudaMoletom,Bermudas,256,F,40,Verão,Rosa
BermudaMoletom,Bermudas,188,F,44,Outono,Preto
SapatoSocial,Sapatos,116,F,40,Outono,Verde
JaquetaCouro,Jaquetas,299,F,42,Inverno,Preto
BlusaRegata,Blusas,231,F,38,Outono,Rosa
BermudaMoletom,Bermudas,201,M,40,Verão,Marrom
BlusaRegata,Blusas,130,M,38,Verão,Preto
JaquetaCouro,Jaquetas,398,M,44,Inverno,Verde
BermudaMoletom,Bermudas,205,F,44,Inverno,Azul
BlusaRegata,Blusas,311,F,42,Inverno,Marrom
BermudaMoletom,Bermudas,173,M,44,Outono,Vermelho
JaquetaCouro,Jaquetas,373,F,44,Verão,Preto
JaquetaCouro,Jaquetas,354,F,44,Primavera,Rosa
SapatoSocial,Sapatos,393,M,44,Outono,Amarelo
BlusaRegata,Blusas,395,F,44,Primavera,Amarelo
BlusaRegata,Blusas,314,F,42,Primavera,Amarelo
BlusaRegata,Blusas,233,M,42,Inverno,Marrom
BlusaRegata,Blusas,135,F,38,Inverno,Vermelho
BlusaRegata,Blusas,213,M,38,Inverno,Branco
BotasWinter,Sapatos,285,F,44,Inverno,Rosa
BermudaMoletom,Bermudas,181,M,38,Inverno,Branco
BermudaMoletom,Bermudas,278,F,38,Primavera,Vermelho
BotasWinter,Sapatos,192,M,42,Inverno,Amarelo
BlusaRegata,Blusas,368,M,44,Inverno,Marrom
BotasWinter,Sapatos,221,F,42,Verão,Amarelo
BermudaMoletom,Bermudas,228,F,40,Inverno,Amarelo
BermudaMoletom,Bermudas,211,F,42,Outono,Rosa
BermudaMoletom,Bermudas,312,F,40,Verão,Azul
JaquetaCouro,Jaquetas,344,F,38,Outono,Branco
BermudaMoletom,Bermudas,274,M,44,Verão,Branco
BermudaMoletom,Bermudas,111,M,42,Verão,Marrom
JaquetaCouro,Jaquetas,400,F,42,Inverno,Amarelo
JaquetaCouro,Jaquetas,129,M,38,Verão,Marrom
SapatoSocial,Sapatos,397,M,40,Verão,Branco
BlusaRegata,Blusas,389,M,44,Verão,Branco
BlusaRegata,Blusas,281,M,44,Primavera,Vermelho
BermudaMoletom,Bermudas,261,M,44,Primavera,Amarelo
TênisEsportivo,Sapatos,280,M,42,Primavera,Marrom
JaquetaCouro,Jaquetas,262,M,40,Outono,Marrom
JaquetaCouro,Jaquetas,336,M,38,Inverno,Amarelo
JaquetaCouro,Jaquetas,307,M,42,Primavera,Branco
BlusaRegata,Blusas,290,F,42,Primavera,Vermelho
BotasWinter,Sapatos,311,F,44,Primavera,Vermelho
BlusaRegata,Blusas,327,M,44,Verão,Vermelho
BlusaRegata,Blusas,259,M,40,Inverno,Preto
BlusaRegata,Blusas,350,F,42,Verão,Verde
BermudaMoletom,Bermudas,265,F,42,Inverno,Preto
